Token,Count
coz,4
rather,4
tut,4
forsworn,4
note,4
woo,4
signior,4
supper,4
thither,4
match,4
bitter,4
brow,4
yea,4
left,4
stands,4
honour,4
wisdom,4
count,4
fly,4
guests,4
believe,4
mask,4
empty,4
kisses,4
oft,4
foul,4
course,4
v,4
hall,4
deny,4
worn,4
dares,4
truth,4
town,4
youll,4
lest,4
sake,4
door,4
birth,4
garden,4
ran,4
conjure,4
cry,4
anger,4
raise,4
spirit,4
nature,4
tree,4
moon,4
green,4
wear,4
bold,4
hateful,4
lent,4
wouldst,4
adieu,4
ghostly,4
fathers,4
dry,4
womb,4
met,4
slow,4
wench,4
sure,4
broad,4
hair,4
gentlewoman,4
fault,4
something,4
hoar,4
minute,4
knife,4
warm,4
sour,4
bad,4
beshrew,4
amen,4
work,4
point,4
beg,4
loss,4
slaughterd,4
damned,4
weeping,4
banishd,4
knocking,4
search,4
weeps,4
coming,4
doubt,4
nightly,4
hope,4
bridegroom,4
needs,4
drink,4
buried,4
iron,4
sell,4
strew,4
persons,3
nephew,3
order,3
maskers,3
alike,3
bury,3
naught,3
patient,3
toil,3
public,3
weak,3
slave,3
goes,3
thrust,3
masters,3
sense,3
pass,3
fools,3
drawn,3
citizen,3
pain,3
airy,3
cast,3
afternoon,3
approach,3
blows,3
today,3
abroad,3
affections,3
humour,3
learn,3
cure,3
wert,3
view,3
proof,3
laugh,3
oppression,3
griefs,3
lost,3
urgd,3
woman,3
lovd,3
strong,3
bow,3
encounter,3
sworn,3
waste,3
making,3
vow,3
ruld,3
teach,3
liberty,3
beauties,3
precious,3
hard,3
suit,3
delight,3
paper,3
anothers,3
backward,3
food,3
cup,3
compare,3
crow,3
year,3
lamb,3
forbid,3
susan,3
dug,3
taste,3
twas,3
jule,3
wretch,3
choose,3
eer,3
lends,3
content,3
cursed,3
date,3
cupid,3
burden,3
visard,3
blush,3
mouse,3
burn,3
delay,3
vain,3
meaning,3
dreamt,3
mab,3
small,3
knees,3
sometime,3
wakes,3
substance,3
inconstant,3
wind,3
closd,3
save,3
sought,3
behind,3
c,3
grown,3
fellows,3
solemnity,3
virtuous,3
contrary,3
withdraw,3
seeming,3
touch,3
saints,3
prayers,3
craves,3
passion,3
appear,3
likeness,3
pronounce,3
shot,3
hid,3
wound,3
arise,3
knew,3
business,3
gaze,3
hundred,3
walls,3
washd,3
dwell,3
mayst,3
fond,3
confess,3
lightning,3
cease,3
exchange,3
faithful,3
purpose,3
fortunes,3
byandby,3
worse,3
toward,3
almost,3
morn,3
turns,3
keeps,3
lo,3
confession,3
truly,3
jesu,3
pure,3
devil,3
immortal,3
flies,3
courtesy,3
courteous,3
sole,3
faint,3
whole,3
wide,3
sail,3
goodden,3
bawd,3
spent,3
sings,3
meat,3
dinner,3
knave,3
occasion,3
afore,3
told,3
protest,3
devise,3
sweetest,3
toad,3
rosemary,3
thoughts,3
youthful,3
shed,3
swift,3
honey,3
got,3
nest,3
heavens,3
powder,3
loathsome,3
thanks,3
lain,3
apt,3
buy,3
consort,3
discords,3
afford,3
knowst,3
calm,3
plague,3
scratch,3
mortal,3
fury,3
conduct,3
wretched,3
murderer,3
charge,3
deadly,3
cries,3
tot,3
murders,3
modesty,3
bare,3
fiend,3
born,3
beast,3
murderd,3
beguild,3
hark,3
tidings,3
philosophy,3
deaths,3
wild,3
hollow,3
rouse,3
stayd,3
wednesday,3
nightingale,3
methinks,3
fickle,3
unaccustomd,3
cousins,3
needy,3
peters,3
wed,3
bark,3
joints,3
bridal,3
remedy,3
hearst,3
presently,3
present,3
shroud,3
waking,3
speed,3
hire,3
lick,3
city,3
knows,3
logs,3
aloof,3
retires,3
mattock,3
intents,3
apprehend,3
nobleman,2
franciscan,2
several,2
greater,2
prologue,2
households,2
mutiny,2
foes,2
pair,2
parents,2
strife,2
miss,2
mend,2
carry,2
choler,2
neck,2
valiant,2
tyrant,2
able,2
piece,2
fish,2
weapon,2
frown,2
yes,2
blow,2
manage,2
clubs,2
partisans,2
quench,2
weapons,2
sentence,2
brawls,2
veronas,2
ornaments,2
cankerd,2
disturb,2
forfeit,2
farther,2
common,2
began,2
drew,2
fiery,2
breathd,2
winds,2
glad,2
underneath,2
ware,2
wood,2
pursud,2
gladly,2
fled,2
fresh,2
private,2
shuts,2
windows,2
locks,2
neither,2
counsellor,2
sounding,2
bud,2
worm,2
spread,2
leaves,2
whence,2
sorrows,2
grow,2
please,2
struck,2
fast,2
favour,2
heard,2
vanity,2
misshapen,2
smoke,2
shown,2
raisd,2
purgd,2
vexd,2
gall,2
wrong,2
groan,2
supposd,2
shell,2
cupids,2
armd,2
siege,2
ope,2
store,2
merit,2
bliss,2
despair,2
giving,2
examine,2
question,2
brows,2
eyesight,2
passing,2
debt,2
reckoning,2
pity,2
summers,2
pride,2
younger,2
mothers,2
choice,2
guest,2
number,2
lusty,2
heel,2
trudge,2
tailor,2
sent,2
person,2
burning,2
turning,2
infection,2
excellent,2
madman,2
prison,2
misery,2
beauteous,2
lovely,2
whither,2
often,2
burnt,2
fairer,2
rejoice,2
twelve,2
bade,2
knowest,2
odd,2
lammaseve,2
souls,2
eleven,2
wormwood,2
sitting,2
dovehouse,2
felt,2
shake,2
trow,2
broke,2
crying,2
stinted,2
big,2
knock,2
bitterly,2
prettiest,2
nursd,2
disposition,2
suckd,2
wax,2
summer,2
volume,2
beautys,2
cover,2
share,2
story,2
bigger,2
served,2
called,2
asked,2
stays,2
bearing,2
entrance,2
dancing,2
shoes,2
soar,2
dull,2
sink,2
prick,2
putting,2
legs,2
wantons,2
rushes,2
grandsire,2
lights,2
judgment,2
sits,2
fairies,2
beams,2
whip,2
bone,2
waggoner,2
finger,2
gallops,2
brains,2
courtiers,2
nose,2
soldiers,2
starts,2
prayer,2
sleeps,2
horses,2
presses,2
children,2
brain,2
thence,2
term,2
despised,2
potpan,2
helps,2
trencher,2
manners,2
retire,2
corns,2
—,2
plays,2
sport,2
thirty,2
ago,2
knight,2
torches,2
seems,2
hangs,2
dove,2
rapier,2
antic,2
storm,2
bears,2
brags,2
wealth,2
respect,2
presence,2
illbeseeming,2
endure,2
saucy,2
chance,2
perforce,2
tremble,2
different,2
greeting,2
pilgrims,2
smooth,2
pilgrim,2
devotion,2
palm,2
palmers,2
grant,2
effect,2
talkd,2
account,2
foolish,2
weddingbed,2
loathed,2
rhyme,2
learnd,2
desire,2
affection,2
matchd,2
steal,2
held,2
stoln,2
orchard,2
venus,2
trim,2
king,2
scarlet,2
leg,2
demesnes,2
vestal,2
livery,2
discourses,2
entreat,2
birds,2
sing,2
messenger,2
mortals,2
belonging,2
henceforth,2
drunk,2
tongues,2
camst,2
climb,2
stony,2
enmity,2
ended,2
wanting,2
enquire,2
pilot,2
adventure,2
false,2
cunning,2
tops,2
likewise,2
rite,2
want,2
hist,2
hoarse,2
aloud,2
cave,2
oclock,2
fail,2
forgot,2
bird,2
silk,2
hap,2
smiles,2
streaks,2
cheer,2
weeds,2
natures,2
natural,2
herbs,2
stones,2
vice,2
sometimes,2
worser,2
limbs,2
reign,2
feasting,2
wounded,2
drift,2
riddling,2
finds,2
francis,2
deal,2
salt,2
water,2
groans,2
changd,2
doting,2
challenge,2
write,2
white,2
cats,2
fights,2
duellist,2
passado,2
bons,2
gray,2
french,2
counterfeit,2
fairly,2
slip,2
pink,2
remain,2
wearing,2
singular,2
swits,2
spurs,2
wildgoose,2
sharp,2
meant,2
gear,2
fan,2
mar,2
troth,2
month,2
scurvy,2
paradise,2
offer,2
pains,2
bless,2
sayst,2
r,2
begins,2
ten,2
shadows,2
motion,2
lookst,2
shamst,2
circumstance,2
excels,2
ways,2
gods,2
henceforward,2
wanton,2
smile,2
violent,2
delights,2
triumph,2
everlasting,2
confessor,2
happiness,2
conceit,2
ornament,2
beggars,2
sum,2
scape,2
brawl,2
enters,2
draws,2
moody,2
spy,2
egg,2
quarrelling,2
fee,2
minstrels,2
field,2
worship,2
dearly,2
hereafter,2
drybeat,2
pluck,2
drawing,2
forbear,2
outrage,2
cat,2
worms,2
soundly,2
staind,2
slander,2
temper,2
brave,2
gallant,2
alive,2
determine,2
amazd,2
taken,2
obey,2
unlucky,2
brothers,2
bethink,2
nice,2
deaf,2
twixt,2
stout,2
newly,2
price,2
immediately,2
repent,2
lodging,2
leap,2
arms,2
amorous,2
lose,2
nightcome,2
mansion,2
possessd,2
sold,2
tedious,2
festival,2
robes,2
brings,2
throws,2
welladay,2
undone,2
dismal,2
ashes,2
press,2
bier,2
general,2
palace,2
throne,2
mangled,2
native,2
spring,2
guilty,2
lamentation,2
wash,2
parts,2
wedded,2
doomsday,2
bodys,2
merciful,2
terror,2
worlds,2
taking,2
seest,2
unworthy,2
carrion,2
wonder,2
mightst,2
knocks,2
blubbering,2
womanish,2
valour,2
threatend,2
array,2
sullen,2
heed,2
miserable,2
grows,2
revivd,2
tune,2
heaviness,2
monday,2
taen,2
descend,2
bottom,2
drinks,2
evermore,2
couldst,2
feeling,2
vengeance,2
dram,2
bore,2
happily,2
blesd,2
wrought,2
thankful,2
baggage,2
disobedient,2
rate,2
gossips,2
stuffd,2
ont,2
week,2
dim,2
twain,2
spake,2
leisure,2
mass,2
prevent,2
seald,2
roaring,2
quite,2
skulls,2
newmade,2
vial,2
roses,2
stiff,2
borrowd,2
awake,2
prosperous,2
try,2
cook,2
fit,2
tush,2
cross,2
laying,2
mouth,2
hearing,2
bell,2
watching,2
trouble,2
forgive,2
wedding,2
unhappy,2
detestable,2
joys,2
confusions,2
advancd,2
seeing,2
office,2
instruments,2
pitiful,2
dump,2
fa,2
capels,2
kindreds,2
post,2
defy,2
import,2
misadventure,2
shop,2
drugs,2
poverty,2
doors,2
yew,2
obsequies,2
joint,2
advances,2
condemned,2
seal,2
spade,2
sepulchre,2
stirs,2
suspicion,2
meantime,2
william,1
shakespeare,1
represented,1
escalus,1
variance,1
officer,1
relations,1
guards,1
watchmen,1
fifth,1
chor,1
dignity,1
grudge,1
unclean,1
loins,1
starcrossd,1
misadventurd,1
overthrows,1
passage,1
deathmarkd,1
continuance,1
childrens,1
traffic,1
stage,1
strive,1
armed,1
bucklers,1
coals,1
colliers,1
collar,1
moves,1
runnst,1
weakest,1
weaker,1
vessels,1
push,1
maidenheads,1
poorjohn,1
tool,1
naked,1
sides,1
list,1
disgrace,1
swashing,1
heartless,1
hinds,1
coward,1
join,1
bills,1
gown,1
thisgive,1
crutch,1
crutchwhy,1
sayold,1
flourishes,1
blade,1
rebellious,1
subjects,1
enemies,1
profaners,1
neighbourstained,1
hearwhat,1
beasts,1
pernicious,1
purple,1
fountains,1
issuing,1
throw,1
mistemperd,1
bred,1
thrice,1
disturbd,1
beseeming,1
wield,1
freetown,1
judgmentplace,1
abroach,1
adversary,1
fighting,1
instant,1
prepard,1
defiance,1
swung,1
hissd,1
interchanging,1
thrusts,1
parted,1
romeosaw,1
worshippd,1
peerd,1
troubled,1
drave,1
grove,1
sycamore,1
westward,1
rooteth,1
citys,1
walking,1
stole,1
covert,1
measuring,1
busied,1
theyre,1
pursuing,1
shunnd,1
augmenting,1
adding,1
allcheering,1
farthest,1
shady,1
curtains,1
auroras,1
steals,1
pens,1
artificial,1
portentous,1
importund,1
discovery,1
bit,1
dedicate,1
willingly,1
step,1
grievance,1
denied,1
seem,1
went,1
lengthens,1
tyrannous,1
muffled,1
pathways,1
dine,1
mewhat,1
brawling,1
create,1
lightness,1
serious,1
chaos,1
wellseeming,1
forms,1
feather,1
health,1
stillwaking,1
transgression,1
propagate,1
prest,1
add,1
fume,1
sparkling,1
nourishd,1
madness,1
discreet,1
choking,1
preserving,1
sadly,1
aimd,1
markmanand,1
soonest,1
arrow,1
dians,1
chastity,1
childish,1
unharmd,1
terms,1
bide,1
th,1
assailing,1
lap,1
saintseducing,1
chaste,1
sparing,1
huge,1
starvd,1
severity,1
cuts,1
posterity,1
exquisite,1
masks,1
puts,1
strucken,1
treasure,1
passd,1
doctrine,1
penalty,1
livd,1
odds,1
saying,1
stranger,1
wither,1
ripe,1
marrd,1
swallowed,1
hopes,1
hopeful,1
agree,1
scope,1
according,1
accustomd,1
whereto,1
invited,1
earthtreading,1
apparelld,1
april,1
limping,1
winter,1
treads,1
female,1
buds,1
inherit,1
shoemaker,1
meddle,1
yard,1
fisher,1
pencil,1
painter,1
nets,1
writing,1
learnedin,1
burns,1
lessend,1
anguish,1
giddy,1
holp,1
cures,1
languish,1
rank,1
plantainleaf,1
broken,1
shin,1
kept,1
whippd,1
tormented,1
andgodden,1
gi,1
goden,1
perhaps,1
learned,1
language,1
honestly,1
reads,1
martino,1
anselmo,1
sisters,1
widow,1
vitruvio,1
placentio,1
nieces,1
valentine,1
niece,1
livia,1
valentio,1
lucio,1
lively,1
helena,1
assembly,1
askd,1
asking,1
crush,1
wine,1
sups,1
lovst,1
admired,1
unattainted,1
swan,1
devout,1
religion,1
maintains,1
falsehood,1
fires,1
drownd,1
transparent,1
heretics,1
liars,1
allseeing,1
begun,1
poisd,1
crystal,1
scales,1
weighd,1
shining,1
scant,1
splendour,1
maidenheaat,1
ladybird,1
girlwhat,1
rememberd,1
thous,1
teeth,1
teen,1
spoken,1
four,1
lammastide,1
fortnight,1
christian,1
mebut,1
earthquake,1
weandl,1
brainbut,1
nipple,1
tetchy,1
rood,1
waddled,1
holidame,1
yeas,1
madamyet,1
bump,1
cockerels,1
stone,1
parlous,1
cried,1
fallst,1
comst,1
stint,1
babe,1
theme,1
of—,1
honourwere,1
teat,1
esteem,1
seeks,1
worldwhy,1
pen,1
lineament,1
obscurd,1
margent,1
unbound,1
beautify,1
lacks,1
manys,1
glory,1
clasps,1
possess,1
briefly,1
looking,1
liking,1
endart,1
pantry,1
everything,1
extremity,1
wait,1
six,1
torchbearers,1
speech,1
apology,1
prolixity,1
hoodwinkd,1
scarf,1
tartars,1
painted,1
lath,1
scaring,1
crowkeeper,1
withoutbook,1
faintly,1
prompter,1
ambling,1
nimble,1
soles,1
stakes,1
borrow,1
sore,1
enpierced,1
shaft,1
feathers,1
pitch,1
boisterous,1
pricks,1
thorn,1
pricking,1
visage,1
curious,1
quote,1
deformities,1
beetlebrows,1
sooner,1
betake,1
tickle,1
senseless,1
heels,1
proverbd,1
phrase,1
candleholder,1
game,1
duns,1
constables,1
dun,1
mire,1
thissirreverencelove,1
wherein,1
stickst,1
lamps,1
dreamers,1
queen,1
midwife,1
agatestone,1
forefinger,1
alderman,1
team,1
atomies,1
athwart,1
noses,1
waggonspokes,1
spinners,1
grasshoppers,1
traces,1
smallest,1
spiders,1
web,1
collars,1
moonshines,1
watery,1
crickets,1
lash,1
film,1
greycoated,1
gnat,1
round,1
prickd,1
lazy,1
chariot,1
hazelnut,1
joiner,1
squirrel,1
grub,1
coachmakers,1
courtsies,1
lawyers,1
fees,1
angry,1
blisters,1
plagues,1
breaths,1
sweetmeats,1
tainted,1
smelling,1
tithepigs,1
tail,1
tickling,1
parsons,1
benefice,1
driveth,1
cutting,1
foreign,1
throats,1
breaches,1
ambuscadoes,1
spanish,1
blades,1
healths,1
fathom,1
drums,1
frighted,1
swears,1
plats,1
manes,1
bakes,1
elflocks,1
sluttish,1
hairs,1
untangled,1
misfortune,1
bodes,1
hag,1
backs,1
learns,1
carriage,1
talkst,1
idle,1
begot,1
fantasy,1
thin,1
wooes,1
frozen,1
north,1
angerd,1
puffs,1
dewdropping,1
south,1
misgives,1
consequence,1
hanging,1
revels,1
expire,1
steerage,1
direct,1
sailon,1
drum,1
waiting,1
shift,1
scrape,1
unwashd,1
joinstools,1
courtcupboard,1
plategood,1
marchpane,1
porter,1
grindstone,1
nell,1
antony,1
looked,1
toocheerly,1
boys,1
brisk,1
liver,1
toes,1
unplagud,1
bout,1
mistresses,1
dainty,1
whispering,1
pleasetis,1
gentlemencome,1
hall—,1
girls,1
knaves,1
tables,1
unlookdfor,1
byr,1
nuptial,1
lucentio,1
pentecost,1
fiveandtwenty,1
maskd,1
elder,1
ward,1
enrich,1
jewel,1
ethiops,1
snowy,1
trooping,1
crows,1
touching,1
forswear,1
boywhat,1
coverd,1
fleer,1
stock,1
kin,1
portly,1
wellgovernd,1
disparagement,1
frowns,1
semblance,1
fits,1
endurd,1
goodman,1
boyl,1
shallgo,1
himgod,1
cockahoop,1
trick,1
scathe,1
heartsyou,1
princox,1
ormore,1
light—,1
whatcheerly,1
wilful,1
meeting,1
intrusion,1
convert,1
profane,1
unworthiest,1
shrine,1
blushing,1
mannerly,1
kissing,1
trespass,1
sweetly,1
bachelor,1
chinks,1
unrest,1
trifling,1
banquet,1
een,1
goodnight,1
herecome,1
fay,1
waxes,1
tiberio,1
petruchio,1
follows,1
sprung,1
unknown,1
prodigious,1
dancd,1
strangers,1
deathbed,1
gapes,1
groand,1
belovd,1
bewitched,1
charm,1
complain,1
bait,1
hooks,1
access,1
breathe,1
vows,1
usd,1
beloved,1
anywhere,1
tempering,1
extremities,1
extreme,1
adjoining,1
forward,1
centre,1
climbs,1
leaps,1
leapd,1
humours,1
sigh,1
gossip,1
nickname,1
purblind,1
auburn,1
cophetua,1
beggarmaid,1
heareth,1
stirreth,1
moveth,1
ape,1
rosalines,1
forehead,1
lip,1
quivering,1
thigh,1
adjacent,1
twould,1
circle,1
letting,1
conjurd,1
invocation,1
trees,1
consorted,1
humorous,1
befits,1
medlar,1
fruit,1
medlars,1
trucklebed,1
fieldbed,1
jests,1
scars,1
appears,1
breaks,1
fairest,1
twinkle,1
spheres,1
brightness,1
lamp,1
region,1
stream,1
leans,1
glove,1
angel,1
glorious,1
winged,1
whiteupturned,1
wondering,1
bestrides,1
lazypacing,1
sails,1
refuse,1
rose,1
smell,1
calld,1
retain,1
perfection,1
owes,1
titleromeo,1
doff,1
baptizd,1
bescreend,1
stumblest,1
utterance,1
dislike,1
considering,1
oerperch,1
limits,1
attempt,1
peril,1
cloak,1
prorogued,1
direction,1
foundst,1
prompt,1
vast,1
shore,1
furthest,1
merchandise,1
maiden,1
bepaint,1
compliment,1
swearst,1
perjuries,1
jove,1
laughs,1
faithfully,1
thinkest,1
perverse,1
haviour,1
overheardst,1
truelove,1
impute,1
yielding,1
discovered,1
tips,1
fruittree,1
monthly,1
changes,1
circled,1
orb,1
variable,1
gracious,1
self,1
idolatry,1
although,1
contract,1
rash,1
unadvisd,1
lightens,1
ripening,1
repose,1
unsatisfied,1
satisfaction,1
request,1
frank,1
bounty,1
boundless,1
infinite,1
nursesweet,1
afeard,1
flatteringsweet,1
substantial,1
bent,1
procure,1
perform,1
throughout,1
meanest,1
thrive,1
schoolboys,1
books,1
school,1
retirong,1
slowly,1
falconers,1
lure,1
tasselgentle,1
bondage,1
echo,1
repetition,1
silversweet,1
softest,1
attending,1
remembering,1
forgetting,1
hop,1
prisoner,1
twisted,1
gyves,1
thread,1
plucks,1
lovingjealous,1
cherishing,1
parting,1
crave,1
basket,1
greyeyd,1
frowning,1
chequering,1
eastern,1
flecked,1
darkness,1
drunkard,1
reels,1
path,1
titans,1
wheels,1
non,1
advance,1
dank,1
upfill,1
osier,1
cage,1
baleful,1
preciousjuiced,1
burying,1
divers,1
sucking,1
virtues,1
mickle,1
powerful,1
plants,1
qualities,1
special,1
aught,1
straind,1
revolts,1
stumbling,1
abuse,1
virtue,1
misapplied,1
action,1
dignified,1
infant,1
rind,1
residence,1
medicine,1
smelt,1
cheers,1
tasted,1
slays,1
senses,1
opposed,1
kings,1
encamp,1
predominant,1
canker,1
eats,1
plant,1
benedicite,1
saluteth,1
argues,1
distemperd,1
lodges,1
unbruised,1
unstuffd,1
couch,1
earliness,1
assure,1
uprousd,1
distemperature,1
sweeter,1
remedies,1
physic,1
hatred,1
intercession,1
steads,1
plain,1
homely,1
plainly,1
combind,1
combine,1
forsaken,1
maria,1
brine,1
sallow,1
thrown,1
season,1
clears,1
stain,1
chiddst,1
pupil,1
badst,1
allow,1
rote,1
spell,1
waverer,1
assistant,1
alliance,1
rancour,1
stumble,1
hardhearted,1
torments,1
dared,1
stabbed,1
wenchs,1
song,1
pin,1
cleft,1
bowboys,1
buttshaft,1
courageous,1
captain,1
compliments,1
pricksongkeeps,1
distance,1
proportion,1
rests,1
minim,1
third,1
butcher,1
button,1
punto,1
reverso,1
hay,1
pox,1
lisping,1
affecting,1
fantasticoes,1
tuners,1
accentsby,1
bladea,1
tall,1
mana,1
whorewhy,1
afflicted,1
fashionmongers,1
pardonnezmois,1
bench,1
roe,1
dried,1
herring,1
fishifiednow,1
numbers,1
petrarch,1
flowed,1
laura,1
kitchen,1
berhyme,1
dido,1
dowdy,1
cleopatra,1
gypsy,1
helen,1
hero,1
hildings,1
harlots,1
thisbe,1
bon,1
jour,1
salutation,1
slop,1
conceive,1
strain,1
constrains,1
hams,1
courtsy,1
kindly,1
exposition,1
pump,1
wellflowered,1
pumpthat,1
single,1
singlesoled,1
solely,1
singleness,1
chase,1
sweeting,1
sauce,1
cheveril,1
stretches,1
inch,1
narrow,1
ell,1
stretch,1
added,1
proves,1
groaning,1
sociable,1
drivelling,1
runs,1
lolling,1
bauble,1
hole,1
desirest,1
large,1
deceived,1
depth,1
occupy,1
argument,1
goodly,1
shirt,1
smock,1
fans,1
bawdy,1
dial,1
noon,1
saidfor,1
agentlemen,1
older,1
youngest,1
worst,1
confidence,1
indite,1
lenten,1
pie,1
stale,1
score,1
hoars,1
singing,1
farewelll,1
merchant,1
ropery,1
ana,1
lustier,1
jacks,1
flirtgills,1
skainsmatesand,1
suffer,1
vexed,1
quivers,1
knavepray,1
gross,1
behaviour,1
double,1
offered,1
dealing,1
gentlemanlike,1
shrivd,1
penny,1
abbeywall,1
